EventIndex,Duration
1,0.06258177757263184
2,0.046041250228881836
3,0.04774594306945801
4,0.059149742126464844
5,0.11716032028198242
6,0.07189631462097168
7,0.06731963157653809
8,0.04922771453857422
9,0.0635991096496582
10,0.053586483001708984
11,0.046689748764038086
12,0.04782724380493164
13,0.04859447479248047
14,0.07001924514770508
15,0.05304431915283203
16,0.0663919448852539
17,0.08320045471191406
18,0.048151493072509766
19,0.0501255989074707
20,0.050087928771972656
21,0.04716992378234863
22,0.07108283042907715
23,0.066375732421875
24,0.05013227462768555
25,0.0495600700378418
26,0.05119776725769043
27,0.06574368476867676
28,0.05993366241455078
29,0.02400970458984375
30,0.04345345497131348
31,0.05637931823730469
32,0.04941987991333008
33,0.05086064338684082
34,0.033566951751708984
35,0.04959702491760254
36,0.03363037109375
37,0.0989537239074707
38,0.04978775978088379
39,0.050490617752075195
40,0.14904093742370605
41,0.0669257640838623
42,0.03388047218322754
43,0.06565499305725098
44,0.06842923164367676
45,0.049707889556884766
46,0.05030012130737305
47,0.05303692817687988
48,0.05493927001953125
49,0.05761003494262695
50,0.06567025184631348
51,0.05076456069946289
52,0.06604313850402832
53,0.05261635780334473
54,0.048117876052856445
55,0.0519106388092041
56,0.04765820503234863
57,0.08544039726257324
58,0.048749685287475586
59,0.06700921058654785
60,0.05119895935058594
61,0.04948234558105469
62,0.06633377075195312
63,0.04883408546447754
64,0.05108189582824707
65,0.0332484245300293
66,0.051291465759277344
67,0.04748892784118652
68,0.05288529396057129
69,0.04804539680480957
70,0.03226733207702637
71,0.052008867263793945
72,0.11624479293823242
73,0.05184531211853027
74,0.0486607551574707
75,0.051320552825927734
76,0.062319040298461914
77,0.05055952072143555
78,0.050042152404785156
79,0.037215471267700195
80,0.0508723258972168
81,0.04950237274169922
82,0.04767942428588867
83,0.05253744125366211
84,0.06325531005859375
85,0.05625319480895996
86,0.16007590293884277
87,0.05291414260864258
88,0.06840920448303223
89,0.04850125312805176
90,0.05294156074523926
91,0.04898643493652344
92,0.04996132850646973
93,0.05927872657775879
94,0.05732583999633789
95,0.05839896202087402
96,0.04121732711791992
97,0.04916739463806152
98,0.03492283821105957
99,0.04767131805419922
100,0.1965312957763672
101,0.07005023956298828
102,0.06854081153869629
103,0.04860329627990723
104,0.05152130126953125
105,0.04841256141662598
106,0.05166506767272949
107,0.05789828300476074
108,0.058348655700683594
109,0.050388336181640625
110,0.06273245811462402
111,0.07121920585632324
112,0.04880356788635254
113,0.06695675849914551
114,0.04173707962036133
115,0.04308032989501953
116,0.04766964912414551
117,0.05327749252319336
118,0.05611753463745117
119,0.059912681579589844
120,0.04131126403808594
121,0.058473825454711914
122,0.04745221138000488
123,0.053457021713256836
124,0.032576560974121094
125,0.051369667053222656
126,0.13230228424072266
127,0.05574512481689453
128,0.17835092544555664
129,0.06662774085998535
130,0.06787419319152832
131,0.04904317855834961
132,0.06819820404052734
133,0.05304670333862305
134,0.04637265205383301
135,0.04754757881164551
136,0.05187082290649414
137,0.06252098083496094
138,0.05319666862487793
139,0.04780244827270508
140,0.057785987854003906
141,0.049948692321777344
142,0.046018123626708984
143,0.05264711380004883
144,0.052497148513793945
145,0.06294703483581543
146,0.06958556175231934
147,0.06298303604125977
148,0.04740500450134277
149,0.055548906326293945
150,0.06551980972290039
151,0.04993462562561035
152,0.0335843563079834
153,0.049723148345947266
154,0.04986238479614258
155,0.050427913665771484
156,0.04944205284118652
157,0.05047011375427246
158,0.04961204528808594
159,0.03360581398010254
160,0.16578292846679688
161,0.05213117599487305
162,0.049040794372558594
163,0.05011391639709473
164,0.05072212219238281
165,0.04797530174255371
166,0.048310279846191406
167,0.05227518081665039
168,0.05001068115234375
169,0.06776905059814453
170,0.0497133731842041
171,0.049317359924316406
172,0.05030107498168945
173,0.04886889457702637
174,0.0674130916595459
175,0.048888444900512695
176,0.035431861877441406
177,0.049303293228149414
178,0.050618648529052734
