<<<<<<< Updated upstream
EventIndex,Duration
1,0.049074649810791016
2,0.04972434043884277
3,0.04901385307312012
4,0.050423383712768555
5,0.09892082214355469
6,0.0673990249633789
7,0.049497127532958984
8,0.03466510772705078
9,0.08145904541015625
10,0.03455042839050293
11,0.04954218864440918
12,0.035964012145996094
13,0.048010826110839844
14,0.06701087951660156
15,0.04941821098327637
16,0.06611466407775879
17,0.06820392608642578
18,0.04698491096496582
19,0.05327868461608887
20,0.04810523986816406
21,0.05369877815246582
22,0.06371593475341797
23,0.05184149742126465
24,0.06755638122558594
25,0.046166181564331055
26,0.03360152244567871
27,0.0682229995727539
28,0.052335262298583984
29,0.03201007843017578
30,0.032851219177246094
31,0.04674410820007324
32,0.049622297286987305
33,0.040177106857299805
34,0.0479435920715332
35,0.0325617790222168
36,0.05320024490356445
37,0.10911774635314941
38,0.05047869682312012
39,0.05839371681213379
40,0.12847280502319336
41,0.05255413055419922
42,0.04728841781616211
43,0.052979469299316406
44,0.06742644309997559
45,0.04857206344604492
46,0.04316139221191406
47,0.04075217247009277
48,0.04803633689880371
49,0.052117109298706055
50,0.06497716903686523
51,0.0572514533996582
52,0.063262939453125
53,0.03220510482788086
54,0.05170583724975586
55,0.047636985778808594
56,0.046984195709228516
57,0.06891894340515137
58,0.06053471565246582
59,0.04868435859680176
60,0.04434633255004883
61,0.04711627960205078
62,0.05222058296203613
63,0.06645321846008301
64,0.0345919132232666
65,0.03905034065246582
66,0.044524192810058594
67,0.0498957633972168
68,0.06177949905395508
69,0.049086570739746094
70,0.03241109848022461
71,0.04562187194824219
72,0.1220238208770752
73,0.04041624069213867
74,0.05001020431518555
75,0.05007171630859375
76,0.05299663543701172
77,0.04731488227844238
78,0.0363919734954834
79,0.03371119499206543
80,0.04611611366271973
81,0.033084869384765625
82,0.0509340763092041
83,0.054657936096191406
84,0.048102617263793945
85,0.05011868476867676
86,0.14869046211242676
87,0.05083894729614258
88,0.04897499084472656
89,0.06606936454772949
90,0.05162310600280762
91,0.03410768508911133
92,0.049112558364868164
93,0.0653524398803711
94,0.033521413803100586
95,0.050750732421875
96,0.03277778625488281
97,0.050014495849609375
98,0.03384089469909668
99,0.049382925033569336
100,0.14977002143859863
101,0.0668802261352539
102,0.06681132316589355
103,0.04993748664855957
104,0.05049586296081543
105,0.04892539978027344
106,0.034095048904418945
107,0.051442861557006836
108,0.04914259910583496
109,0.049242258071899414
110,0.04987812042236328
111,0.06675028800964355
112,0.0503687858581543
113,0.05035066604614258
114,0.06631612777709961
115,0.050366878509521484
116,0.03338003158569336
117,0.0493769645690918
118,0.050777435302734375
119,0.04817080497741699
120,0.05201125144958496
121,0.04895591735839844
122,0.05138421058654785
123,0.04859519004821777
124,0.03351879119873047
125,0.03435802459716797
126,0.13194012641906738
127,0.03461885452270508
128,0.14858651161193848
129,0.06890249252319336
130,0.04200935363769531
131,0.05812811851501465
132,0.046968698501586914
133,0.06969189643859863
134,0.031775474548339844
135,0.05212759971618652
136,0.03138422966003418
137,0.06906747817993164
138,0.04935455322265625
139,0.05064702033996582
140,0.04963564872741699
141,0.050577640533447266
142,0.03343534469604492
143,0.048159122467041016
144,0.04598116874694824
145,0.07244181632995605
146,0.05983996391296387
147,0.0572664737701416
148,0.043173789978027344
149,0.040399789810180664
150,0.061235904693603516
151,0.05452394485473633
152,0.0335538387298584
153,0.05127763748168945
154,0.03257107734680176
155,0.05759572982788086
156,0.04262399673461914
157,0.048256635665893555
158,0.03612184524536133
159,0.03620195388793945
160,0.12853789329528809
161,0.03574204444885254
162,0.03397870063781738
163,0.05099034309387207
164,0.0394136905670166
165,0.059433937072753906
166,0.034208059310913086
167,0.0393521785736084
168,0.04306507110595703
169,0.049874067306518555
170,0.0494227409362793
171,0.0544736385345459
172,0.0459291934967041
173,0.049593210220336914
174,0.06747770309448242
175,0.03290820121765137
176,0.05020260810852051
177,0.042615652084350586
178,0.04171013832092285
=======
EventIndex,Duration
1,0.0802454948425293
2,0.04880404472351074
3,0.02994513511657715
4,0.04020524024963379
5,0.06395554542541504
6,0.04784440994262695
7,0.04134631156921387
8,0.033739566802978516
9,0.03277397155761719
10,0.04181051254272461
11,0.028263092041015625
12,0.033431053161621094
13,0.02543187141418457
14,0.041390419006347656
15,0.04062366485595703
16,0.04691004753112793
17,0.03326249122619629
18,0.029066085815429688
19,0.02936267852783203
20,0.024497509002685547
21,0.03319430351257324
22,0.039337873458862305
23,0.037836551666259766
24,0.04310774803161621
25,0.03102874755859375
26,0.029575109481811523
27,0.038619279861450195
28,0.04017519950866699
29,0.020533084869384766
30,0.027579545974731445
31,0.020474910736083984
32,0.030390262603759766
33,0.04187965393066406
34,0.021181344985961914
35,0.027339458465576172
36,0.019446849822998047
37,0.025295495986938477
38,0.02923583984375
>>>>>>> Stashed changes
